vote_2020,Gender,Household_Income,Education,State,Age,Race,cell
Joe Biden,Male,"$95,000 to $99,999",Associate Degree,MI,71 to 80,White,Male 71 to 80
Donald Trump,Male,"$175,000 to $199,999","Completed some college, but no degree",MD,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$55,000 to $59,999","Completed some college, but no degree",LA,41 to 50,"Black, or African American",Male 41 to 50
Joe Biden,Female,"$35,000 to $39,999","Completed some college, but no degree",NJ,51 to 60,"Black, or African American",Female 51 to 60
Donald Trump,Male,"Less than $14,999","Completed some college, but no degree",UT,31 to 40,White,Male 31 to 40
Joe Biden,Male,"Less than $14,999",Completed some high school,CA,21 to 30,White,Male 21 to 30
Donald Trump,Male,"$30,000 to $34,999",High school graduate,CA,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$100,000 to $124,999",High school graduate,TN,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$55,000 to $59,999",High school graduate,KY,61 to 70,White,Male 61 to 70
Donald Trump,Female,"$45,000 to $49,999","Completed some college, but no degree",CA,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$100,000 to $124,999","Completed some college, but no degree",TX,51 to 60,"Black, or African American",Male 51 to 60
Joe Biden,Male,"$50,000 to $54,999",High school graduate,IL,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$200,000 to $249,999",Masters degree,NY,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$45,000 to $49,999","Completed some college, but no degree",NV,61 to 70,White,Male 61 to 70
Donald Trump,Male,"Less than $14,999","Completed some college, but no degree",ID,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$80,000 to $84,999",Associate Degree,GA,31 to 40,White,Male 31 to 40
Joe Biden,Female,"$70,000 to $74,999",Completed some high school,GA,31 to 40,"Black, or African American",Female 31 to 40
Donald Trump,Male,"$40,000 to $44,999","Completed some college, but no degree",CO,51 to 60,White,Male 51 to 60
Donald Trump,Female,"$30,000 to $34,999",Completed some high school,OR,51 to 60,White,Female 51 to 60
Donald Trump,Female,"$85,000 to $89,999",Associate Degree,WA,61 to 70,American Indian or Alaska Native,Female 61 to 70
Joe Biden,Male,"$75,000 to $79,999","Completed some college, but no degree",ID,71 to 80,White,Male 71 to 80
Joe Biden,Male,"$250,000 and above",Masters degree,CA,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$75,000 to $79,999",Completed some high school,NY,21 to 30,Other race,Female 21 to 30
Joe Biden,Male,"$20,000 to $24,999",High school graduate,MI,61 to 70,"Black, or African American",Male 61 to 70
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,FL,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$30,000 to $34,999",Associate Degree,CO,21 to 30,White,Male 21 to 30
Donald Trump,Male,"Less than $14,999",Completed some high school,LA,21 to 30,White,Male 21 to 30
Joe Biden,Female,"$30,000 to $34,999","Completed some college, but no degree",TX,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$40,000 to $44,999","Completed some college, but no degree",FL,20 or less,White,Male 20 or less
Joe Biden,Female,"$150,000 to $174,999",Masters degree,AZ,31 to 40,other asian or pacific islander,Female 31 to 40
Joe Biden,Male,"$70,000 to $74,999","Completed some college, but no degree",WA,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,NY,21 to 30,White,Male 21 to 30
Donald Trump,Male,"$45,000 to $49,999",Masters degree,FL,51 to 60,White,Male 51 to 60
Donald Trump,Female,"Less than $14,999",Completed some high school,MS,20 or less,White,Female 20 or less
Joe Biden,Female,"$50,000 to $54,999",High school graduate,NC,51 to 60,"Black, or African American",Female 51 to 60
Donald Trump,Female,"$15,000 to $19,999",High school graduate,TX,41 to 50,White,Female 41 to 50
Donald Trump,Female,"$15,000 to $19,999",High school graduate,VA,51 to 60,White,Female 51 to 60
Joe Biden,Female,"Less than $14,999","Completed some college, but no degree",WI,21 to 30,White,Female 21 to 30
Donald Trump,Male,"$45,000 to $49,999",High school graduate,NC,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$45,000 to $49,999","Completed some college, but no degree",TX,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$35,000 to $39,999",High school graduate,NC,31 to 40,White,Female 31 to 40
Donald Trump,Female,"$25,000 to $29,999",Associate Degree,OH,71 to 80,White,Female 71 to 80
Joe Biden,Male,"$35,000 to $39,999","Completed some college, but no degree",UT,21 to 30,White,Male 21 to 30
Joe Biden,Female,"Less than $14,999",High school graduate,TX,21 to 30,White,Female 21 to 30
Donald Trump,Female,"$100,000 to $124,999",Masters degree,CA,61 to 70,White,Female 61 to 70
Donald Trump,Male,"$50,000 to $54,999","Completed some college, but no degree",TX,31 to 40,Other race,Male 31 to 40
Joe Biden,Male,"$45,000 to $49,999",Associate Degree,SC,41 to 50,"Black, or African American",Male 41 to 50
Donald Trump,Male,"$85,000 to $89,999",High school graduate,IA,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$55,000 to $59,999","Completed some college, but no degree",FL,71 to 80,White,Male 71 to 80
Donald Trump,Male,"$45,000 to $49,999",High school graduate,PA,61 to 70,White,Male 61 to 70
Donald Trump,Female,"$15,000 to $19,999",Associate Degree,LA,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$35,000 to $39,999","Completed some college, but no degree",CA,31 to 40,Other race,Male 31 to 40
Donald Trump,Female,"$80,000 to $84,999",High school graduate,MN,51 to 60,White,Female 51 to 60
Joe Biden,Male,"Less than $14,999","Completed some college, but no degree",KY,41 to 50,White,Male 41 to 50
Donald Trump,Male,"Less than $14,999",Masters degree,MA,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$40,000 to $44,999",Associate Degree,TX,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$150,000 to $174,999",Associate Degree,PA,51 to 60,Other race,Male 51 to 60
Joe Biden,Male,"$30,000 to $34,999",Associate Degree,SC,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$200,000 to $249,999",Associate Degree,NY,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$125,000 to $149,999",Masters degree,WA,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$15,000 to $19,999",Completed some high school,NY,61 to 70,"Black, or African American",Male 61 to 70
Joe Biden,Male,"$85,000 to $89,999",Associate Degree,CT,61 to 70,White,Male 61 to 70
Donald Trump,Male,"$150,000 to $174,999","Completed some college, but no degree",IL,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,VA,71 to 80,White,Male 71 to 80
Joe Biden,Male,"$175,000 to $199,999",Masters degree,OH,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$40,000 to $44,999",Masters degree,MD,41 to 50,"Black, or African American",Female 41 to 50
Donald Trump,Male,"$200,000 to $249,999",Masters degree,TX,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$100,000 to $124,999","Completed some college, but no degree",AZ,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$75,000 to $79,999","Completed some college, but no degree",PA,51 to 60,White,Male 51 to 60
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,TN,21 to 30,Other race,Male 21 to 30
Joe Biden,Male,"$45,000 to $49,999",Completed some high school,NY,31 to 40,White,Male 31 to 40
Donald Trump,Female,"$20,000 to $24,999",High school graduate,WV,51 to 60,White,Female 51 to 60
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,OH,21 to 30,Other race,Male 21 to 30
Joe Biden,Female,"$40,000 to $44,999","Completed some college, but no degree",NC,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$35,000 to $39,999","Completed some college, but no degree",PA,61 to 70,White,Female 61 to 70
Donald Trump,Female,"Less than $14,999","Completed some college, but no degree",MI,41 to 50,White,Female 41 to 50
Joe Biden,Female,"$90,000 to $94,999",Doctorate degree,NC,31 to 40,White,Female 31 to 40
Joe Biden,Female,"$100,000 to $124,999",Masters degree,TN,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$175,000 to $199,999",Masters degree,FL,31 to 40,White,Male 31 to 40
Donald Trump,Female,"$35,000 to $39,999",High school graduate,PA,71 to 80,White,Female 71 to 80
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,OH,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$60,000 to $64,999",Associate Degree,FL,51 to 60,White,Female 51 to 60
Donald Trump,Female,"$15,000 to $19,999",Completed some high school,KS,31 to 40,White,Female 31 to 40
Joe Biden,Female,"$15,000 to $19,999","Completed some college, but no degree",MO,61 to 70,"Black, or African American",Female 61 to 70
Donald Trump,Male,"$20,000 to $24,999",Associate Degree,MI,71 to 80,other asian or pacific islander,Male 71 to 80
Donald Trump,Male,"$175,000 to $199,999",Masters degree,NY,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$150,000 to $174,999",Masters degree,TX,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$150,000 to $174,999",Masters degree,NY,41 to 50,White,Male 41 to 50
Donald Trump,Female,"Less than $14,999",High school graduate,IL,51 to 60,White,Female 51 to 60
Joe Biden,Female,"$200,000 to $249,999",Associate Degree,NY,51 to 60,White,Female 51 to 60
Joe Biden,Female,"Less than $14,999","Completed some college, but no degree",OH,21 to 30,"Black, or African American",Female 21 to 30
Joe Biden,Female,"$125,000 to $149,999",Associate Degree,AL,51 to 60,Other race,Female 51 to 60
Donald Trump,Female,"$35,000 to $39,999",Associate Degree,MD,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$150,000 to $174,999",Masters degree,KS,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$250,000 and above",Masters degree,VA,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$90,000 to $94,999","Completed some college, but no degree",NJ,71 to 80,White,Male 71 to 80
Joe Biden,Female,"$95,000 to $99,999",Associate Degree,CA,61 to 70,White,Female 61 to 70
Joe Biden,Male,"$250,000 and above",Masters degree,NY,31 to 40,White,Male 31 to 40
Donald Trump,Female,"$20,000 to $24,999",Associate Degree,NJ,71 to 80,White,Female 71 to 80
Joe Biden,Male,"$150,000 to $174,999",Associate Degree,CT,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$150,000 to $174,999",Masters degree,NY,31 to 40,White,Male 31 to 40
Donald Trump,Female,"$50,000 to $54,999",High school graduate,TN,21 to 30,White,Female 21 to 30
Joe Biden,Male,"$150,000 to $174,999",Masters degree,CA,41 to 50,White,Male 41 to 50
Donald Trump,Female,"$100,000 to $124,999",Associate Degree,FL,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$50,000 to $54,999",High school graduate,NJ,above 80,White,Female above 80
Donald Trump,Male,"$25,000 to $29,999",High school graduate,CA,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$35,000 to $39,999",Associate Degree,NH,21 to 30,White,Female 21 to 30
Donald Trump,Female,"$55,000 to $59,999",Associate Degree,PA,61 to 70,White,Female 61 to 70
Joe Biden,Male,"$50,000 to $54,999",Associate Degree,CA,41 to 50,White,Male 41 to 50
Donald Trump,Female,"$15,000 to $19,999",Associate Degree,NY,61 to 70,White,Female 61 to 70
Joe Biden,Male,"$150,000 to $174,999",Masters degree,PA,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$45,000 to $49,999",High school graduate,CA,20 or less,"Black, or African American",Female 20 or less
Joe Biden,Male,"$150,000 to $174,999","Completed some college, but no degree",PA,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$40,000 to $44,999",High school graduate,MO,51 to 60,"Black, or African American",Female 51 to 60
Donald Trump,Male,"$95,000 to $99,999",Masters degree,NY,51 to 60,Other race,Male 51 to 60
Joe Biden,Female,"$75,000 to $79,999",Associate Degree,OH,21 to 30,White,Female 21 to 30
Donald Trump,Male,"Less than $14,999",Completed some high school,MO,21 to 30,White,Male 21 to 30
Donald Trump,Female,"Less than $14,999",High school graduate,OH,51 to 60,White,Female 51 to 60
Joe Biden,Male,"$125,000 to $149,999",Masters degree,NY,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$75,000 to $79,999","Completed some college, but no degree",OH,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$150,000 to $174,999",Associate Degree,MA,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$55,000 to $59,999",Associate Degree,TX,41 to 50,White,Female 41 to 50
Donald Trump,Male,"$250,000 and above",Masters degree,IL,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$90,000 to $94,999",Associate Degree,MD,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$25,000 to $29,999",Associate Degree,FL,21 to 30,"Black, or African American",Male 21 to 30
Donald Trump,Female,"$30,000 to $34,999",High school graduate,OH,71 to 80,White,Female 71 to 80
Donald Trump,Female,"$65,000 to $69,999",Associate Degree,NY,51 to 60,White,Female 51 to 60
Donald Trump,Male,"$125,000 to $149,999",Associate Degree,MI,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$100,000 to $124,999","Completed some college, but no degree",NC,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$60,000 to $64,999",Associate Degree,NY,51 to 60,"Black, or African American",Female 51 to 60
Joe Biden,Male,"$25,000 to $29,999",High school graduate,GA,21 to 30,"Black, or African American",Male 21 to 30
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,AZ,51 to 60,White,Male 51 to 60
Joe Biden,Male,"$70,000 to $74,999",Associate Degree,GA,51 to 60,"Black, or African American",Male 51 to 60
Donald Trump,Male,"$15,000 to $19,999","Completed some college, but no degree",OH,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$75,000 to $79,999",Associate Degree,NY,21 to 30,"Black, or African American",Male 21 to 30
Donald Trump,Male,"$175,000 to $199,999",Masters degree,NY,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$250,000 and above",Doctorate degree,AL,71 to 80,White,Male 71 to 80
Donald Trump,Male,"$15,000 to $19,999",Masters degree,GA,51 to 60,White,Male 51 to 60
Joe Biden,Male,"$70,000 to $74,999","Completed some college, but no degree",WI,51 to 60,White,Male 51 to 60
Joe Biden,Male,"$15,000 to $19,999",Associate Degree,NY,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$95,000 to $99,999","Completed some college, but no degree",IL,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$150,000 to $174,999",Masters degree,FL,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$50,000 to $54,999",High school graduate,FL,21 to 30,"Black, or African American",Male 21 to 30
Donald Trump,Male,"$40,000 to $44,999","Completed some college, but no degree",MO,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$65,000 to $69,999",High school graduate,OH,71 to 80,White,Male 71 to 80
Joe Biden,Male,"$30,000 to $34,999",High school graduate,PA,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$20,000 to $24,999",High school graduate,AZ,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$70,000 to $74,999","Completed some college, but no degree",NJ,above 80,White,Male above 80
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,FL,61 to 70,"Black, or African American",Male 61 to 70
Joe Biden,Male,"$80,000 to $84,999",Associate Degree,MI,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$125,000 to $149,999",Associate Degree,NC,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$85,000 to $89,999",Associate Degree,WI,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$65,000 to $69,999","Completed some college, but no degree",FL,61 to 70,White,Male 61 to 70
Donald Trump,Male,"$50,000 to $54,999","Completed some college, but no degree",GA,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$250,000 and above",Doctorate degree,TX,31 to 40,White,Male 31 to 40
Joe Biden,Female,"$25,000 to $29,999",Associate Degree,IN,61 to 70,"Black, or African American",Female 61 to 70
Joe Biden,Male,"$60,000 to $64,999",High school graduate,WI,41 to 50,Other race,Male 41 to 50
Donald Trump,Male,"$30,000 to $34,999",High school graduate,AZ,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$40,000 to $44,999",Associate Degree,IA,71 to 80,White,Female 71 to 80
Donald Trump,Male,"$200,000 to $249,999",Associate Degree,NH,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$55,000 to $59,999","Completed some college, but no degree",CO,20 or less,White,Male 20 or less
Donald Trump,Male,"$15,000 to $19,999",Associate Degree,IN,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$250,000 and above",Associate Degree,KY,61 to 70,White,Female 61 to 70
Donald Trump,Female,"$95,000 to $99,999",Associate Degree,MI,31 to 40,White,Female 31 to 40
Donald Trump,Female,"$70,000 to $74,999",Associate Degree,NJ,61 to 70,Chinese,Female 61 to 70
Joe Biden,Male,"$85,000 to $89,999","Completed some college, but no degree",CA,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$15,000 to $19,999",Completed some high school,TX,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,NY,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$80,000 to $84,999",Masters degree,MN,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$15,000 to $19,999",Associate Degree,LA,71 to 80,White,Female 71 to 80
Joe Biden,Female,"$125,000 to $149,999",Masters degree,GA,51 to 60,White,Female 51 to 60
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,IL,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$125,000 to $149,999",Associate Degree,FL,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$55,000 to $59,999","Completed some college, but no degree",CA,21 to 30,Other race,Male 21 to 30
Joe Biden,Male,"$35,000 to $39,999",Associate Degree,CA,41 to 50,Chinese,Male 41 to 50
Donald Trump,Male,"$150,000 to $174,999",Masters degree,CA,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$95,000 to $99,999",Associate Degree,CA,51 to 60,Japanese,Female 51 to 60
Joe Biden,Male,"Less than $14,999","Completed some college, but no degree",NY,20 or less,other asian or pacific islander,Male 20 or less
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,GA,31 to 40,other asian or pacific islander,Male 31 to 40
