registration,vote_intention,vote_2020,age,gender,race_ethnicity,household_income,education,state,vote_trump
Registered,Not sure,Donald Trump,18,Male,White,"$250,000 and above",High school graduate,DE,1
Registered,"Yes, I will vote",Donald Trump,68,Male,White,"$45,000 to $49,999","Completed some college, but no degree",OH,1
Registered,"Yes, I will vote",Donald Trump,66,Female,White,"$100,000 to $124,999",Masters degree,NC,1
Registered,"Yes, I will vote",Donald Trump,34,Female,White,"$175,000 to $199,999",Associate Degree,OH,1
Registered,"Yes, I will vote",Donald Trump,38,Female,White,"$100,000 to $124,999","Completed some college, but no degree",IL,1
Registered,"Yes, I will vote",Donald Trump,74,Female,White,"$30,000 to $34,999",Masters degree,NC,1
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$35,000 to $39,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,45,Female,White,"$15,000 to $19,999",Completed some high school,MO,0
Registered,"Yes, I will vote",Joe Biden,57,Female,White,"$40,000 to $44,999","Completed some graduate, but no degree",WI,0
Registered,"Yes, I will vote",Donald Trump,23,Female,White,"$15,000 to $19,999",Completed some high school,MI,1
Registered,"Yes, I will vote",Joe Biden,42,Female,White,"$90,000 to $94,999",Masters degree,MA,0
Registered,"Yes, I will vote",Donald Trump,69,Female,White,"$40,000 to $44,999",Masters degree,IN,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$175,000 to $199,999",Associate Degree,FL,1
Registered,"Yes, I will vote",Donald Trump,58,Male,White,"$65,000 to $69,999",Other post high school vocational training,TN,1
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"$35,000 to $39,999","Completed some college, but no degree",MI,0
Registered,"Yes, I will vote",Donald Trump,38,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MA,1
Registered,"Yes, I will vote",Joe Biden,76,Male,White,"$15,000 to $19,999",Other post high school vocational training,MI,0
Registered,"Yes, I will vote",Joe Biden,42,Male,White,"$15,000 to $19,999",Associate Degree,SD,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Joe Biden,34,Male,White,"$125,000 to $149,999","Completed some graduate, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$150,000 to $174,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,51,Male,White,"$45,000 to $49,999",Completed some high school,AR,1
Registered,"Yes, I will vote",Donald Trump,31,Male,White,"Less than $14,999",High school graduate,WI,1
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,42,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NC,0
Registered,"Yes, I will vote",Donald Trump,47,Male,White,"$95,000 to $99,999","Completed some college, but no degree",NY,1
Registered,Not sure,Donald Trump,20,Female,White,"$95,000 to $99,999","Completed some college, but no degree",NC,1
Registered,"Yes, I will vote",Joe Biden,52,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",IA,0
Registered,"Yes, I will vote",Donald Trump,62,Male,White,"$15,000 to $19,999",Associate Degree,IL,1
Registered,"Yes, I will vote",Joe Biden,44,Male,White,"$250,000 and above","Completed some graduate, but no degree",IL,0
Registered,"Yes, I will vote",Joe Biden,69,Female,Some other race,"$20,000 to $24,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,25,Male,"Black, or African American","$125,000 to $149,999",Completed some high school,FL,0
Registered,"Yes, I will vote",Donald Trump,44,Female,White,"$90,000 to $94,999",Completed some high school,IL,1
Registered,"Yes, I will vote",Donald Trump,28,Female,White,"$50,000 to $54,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,86,Male,White,"$95,000 to $99,999","Completed some graduate, but no degree",AZ,1
Registered,"Yes, I will vote",Joe Biden,49,Male,"Black, or African American","$70,000 to $74,999","Completed some college, but no degree",FL,0
Registered,Not sure,Joe Biden,56,Female,White,"$30,000 to $34,999",Completed some high school,TX,0
Registered,"Yes, I will vote",Joe Biden,22,Female,Some other race,"Less than $14,999",High school graduate,KY,0
Registered,"Yes, I will vote",Donald Trump,49,Female,White,"$70,000 to $74,999",Completed some high school,MO,1
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"Less than $14,999",Associate Degree,MO,1
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"Less than $14,999",Completed some high school,MO,1
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$45,000 to $49,999","Completed some college, but no degree",AZ,1
Registered,"Yes, I will vote",Joe Biden,67,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,36,Female,Pacific Islander (Other),"Less than $14,999",Completed some high school,FL,0
Registered,"Yes, I will vote",Joe Biden,51,Female,Some other race,"$55,000 to $59,999","Completed some graduate, but no degree",OR,0
Registered,"Yes, I will vote",Donald Trump,55,Female,Asian (Other),"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MD,1
Registered,"Yes, I will vote",Donald Trump,57,Female,"Black, or African American","$50,000 to $54,999",Other post high school vocational training,TX,1
Registered,"Yes, I will vote",Joe Biden,47,Female,Some other race,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$100,000 to $124,999",Masters degree,NY,1
Registered,"Yes, I will vote",Joe Biden,18,Female,White,"$15,000 to $19,999",High school graduate,FL,0
Registered,"Yes, I will vote",Joe Biden,41,Male,White,"$125,000 to $149,999",Masters degree,NY,0
Registered,"Yes, I will vote",Joe Biden,27,Female,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"Less than $14,999",Completed some high school,VA,1
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,22,Female,White,"$30,000 to $34,999",Other post high school vocational training,MS,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$95,000 to $99,999",Masters degree,IL,1
Registered,"Yes, I will vote",Donald Trump,28,Male,White,"Less than $14,999",Completed some high school,KY,1
Registered,"Yes, I will vote",Donald Trump,21,Female,Some other race,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",WA,1
Registered,"Yes, I will vote",Joe Biden,49,Male,White,"Less than $14,999",High school graduate,WI,0
Registered,"Yes, I will vote",Donald Trump,29,Male,"Black, or African American","$35,000 to $39,999",Other post high school vocational training,FL,1
Registered,"Yes, I will vote",Joe Biden,64,Female,Some other race,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",OH,0
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"Less than $14,999",High school graduate,CA,1
Registered,"Yes, I will vote",Donald Trump,48,Male,White,"$40,000 to $44,999",Associate Degree,NM,1
Registered,"Yes, I will vote",Donald Trump,34,Female,White,"$75,000 to $79,999","Completed some graduate, but no degree",PA,1
Registered,"Yes, I will vote",Donald Trump,29,Female,Some other race,"$50,000 to $54,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$80,000 to $84,999",Doctorate degree,TX,1
Registered,"Yes, I will vote",Joe Biden,32,Female,White,"Less than $14,999","College Degree (such as B.A., B.S.)",WA,0
Registered,"Yes, I will vote",Joe Biden,48,Male,White,"Less than $14,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$125,000 to $149,999",Masters degree,DC,0
Registered,Not sure,Joe Biden,25,Female,"Black, or African American","Less than $14,999",High school graduate,FL,0
Registered,"Yes, I will vote",Donald Trump,53,Female,White,"$20,000 to $24,999","Completed some college, but no degree",PA,1
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"Less than $14,999",High school graduate,CA,1
Registered,"Yes, I will vote",Joe Biden,39,Female,"Black, or African American","$125,000 to $149,999",Doctorate degree,CA,0
Registered,"Yes, I will vote",Joe Biden,25,Female,American Indian or Alaska Native,"$70,000 to $74,999",High school graduate,MI,0
Registered,"Yes, I will vote",Joe Biden,52,Female,White,"$95,000 to $99,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Donald Trump,29,Male,White,"$35,000 to $39,999",Associate Degree,OH,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$200,000 to $249,999",Doctorate degree,CA,1
Registered,"Yes, I will vote",Donald Trump,53,Female,White,"$45,000 to $49,999","Completed some college, but no degree",IL,1
Registered,"Yes, I will vote",Joe Biden,28,Female,White,"Less than $14,999",High school graduate,AR,0
Registered,"Yes, I will vote",Joe Biden,49,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",MD,0
Registered,"Yes, I will vote",Joe Biden,23,Male,"Black, or African American","$250,000 and above","Completed some graduate, but no degree",WA,0
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$30,000 to $34,999",High school graduate,MI,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$100,000 to $124,999",Masters degree,AZ,1
Registered,"Yes, I will vote",Joe Biden,51,Female,"Black, or African American","$95,000 to $99,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"$20,000 to $24,999","Completed some college, but no degree",IL,0
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Donald Trump,87,Female,White,"Less than $14,999",High school graduate,MD,1
Registered,"Yes, I will vote",Donald Trump,78,Female,White,"$55,000 to $59,999",Masters degree,AL,1
Registered,"Yes, I will vote",Joe Biden,45,Male,White,"$20,000 to $24,999",Associate Degree,OR,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$150,000 to $174,999",Doctorate degree,NY,1
Registered,"Yes, I will vote",Donald Trump,42,Male,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Donald Trump,79,Male,White,"$20,000 to $24,999","Completed some college, but no degree",AK,1
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",SC,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,1
Registered,"Yes, I will vote",Donald Trump,53,Male,White,"$50,000 to $54,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$100,000 to $124,999","Completed some graduate, but no degree",NY,1
Registered,"Yes, I will vote",Joe Biden,26,Male,Asian (Vietnamese),"Less than $14,999",High school graduate,DC,0
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",WI,1
Registered,"Yes, I will vote",Donald Trump,29,Male,White,"$70,000 to $74,999","Completed some graduate, but no degree",IL,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$125,000 to $149,999",Masters degree,VA,1
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"$85,000 to $89,999","Completed some graduate, but no degree",PA,1
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$30,000 to $34,999",Associate Degree,KS,1
Registered,"Yes, I will vote",Joe Biden,50,Female,Asian (Korean),"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MA,0
Registered,"Yes, I will vote",Joe Biden,30,Male,Asian (Asian Indian),"$250,000 and above","College Degree (such as B.A., B.S.)",AL,0
Registered,"Yes, I will vote",Donald Trump,66,Male,White,"$45,000 to $49,999",High school graduate,MI,1
Registered,"Yes, I will vote",Joe Biden,85,Male,White,"$95,000 to $99,999",Masters degree,VA,0
Registered,"Yes, I will vote",Joe Biden,39,Male,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Joe Biden,51,Female,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NJ,0
Registered,"Yes, I will vote",Joe Biden,43,Female,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",PA,0
Registered,"Yes, I will vote",Donald Trump,33,Male,White,"$150,000 to $174,999",Masters degree,TX,1
Registered,"Yes, I will vote",Joe Biden,80,Female,White,"$40,000 to $44,999","Completed some college, but no degree",NJ,0
Registered,"Yes, I will vote",Donald Trump,67,Female,White,"$45,000 to $49,999",Masters degree,FL,1
Registered,"Yes, I will vote",Donald Trump,49,Male,White,"$30,000 to $34,999",High school graduate,AL,1
Registered,"Yes, I will vote",Donald Trump,63,Female,White,"$40,000 to $44,999",High school graduate,GA,1
Registered,"Yes, I will vote",Donald Trump,67,Female,White,"$45,000 to $49,999","Completed some college, but no degree",TN,1
Registered,"Yes, I will vote",Joe Biden,27,Female,"Black, or African American","Less than $14,999","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Donald Trump,47,Female,White,"$15,000 to $19,999",High school graduate,AL,1
Registered,"Yes, I will vote",Joe Biden,22,Female,White,"$50,000 to $54,999",Associate Degree,CO,0
Registered,"Yes, I will vote",Donald Trump,71,Female,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,53,Female,"Black, or African American","$40,000 to $44,999",High school graduate,GA,0
Registered,"Yes, I will vote",Donald Trump,54,Male,White,"$35,000 to $39,999","Completed some college, but no degree",SD,1
Registered,"Yes, I will vote",Donald Trump,77,Female,White,"$15,000 to $19,999",High school graduate,IN,1
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$50,000 to $54,999","Completed some college, but no degree",CO,1
Registered,"Yes, I will vote",Joe Biden,58,Female,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",DE,0
Registered,"Yes, I will vote",Joe Biden,64,Female,White,"$15,000 to $19,999","Completed some college, but no degree",IL,0
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$200,000 to $249,999",Masters degree,FL,1
Registered,"Yes, I will vote",Joe Biden,29,Female,"Black, or African American","Less than $14,999",High school graduate,CA,0
Registered,"Yes, I will vote",Donald Trump,72,Female,White,"$25,000 to $29,999",Completed some high school,KY,1
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"Less than $14,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Donald Trump,74,Male,White,"$30,000 to $34,999",Other post high school vocational training,CT,1
Registered,"Yes, I will vote",Joe Biden,45,Male,White,"$125,000 to $149,999",Masters degree,FL,0
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$100,000 to $124,999",Masters degree,VA,0
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$65,000 to $69,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$70,000 to $74,999","Completed some college, but no degree",DE,1
Registered,"Yes, I will vote",Donald Trump,43,Female,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Donald Trump,67,Male,White,"$45,000 to $49,999",Other post high school vocational training,FL,1
Registered,"Yes, I will vote",Donald Trump,63,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MI,1
Registered,"Yes, I will vote",Joe Biden,54,Female,White,"$100,000 to $124,999",Doctorate degree,OH,0
Registered,"Yes, I will vote",Donald Trump,62,Male,White,"$60,000 to $64,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Donald Trump,53,Male,White,"Less than $14,999",High school graduate,IL,1
Registered,"Yes, I will vote",Joe Biden,42,Male,"Black, or African American","Less than $14,999","Completed some college, but no degree",OH,0
Registered,"Yes, I will vote",Joe Biden,52,Male,White,"$40,000 to $44,999",High school graduate,MA,0
Registered,"Yes, I will vote",Donald Trump,42,Male,White,"$175,000 to $199,999",Masters degree,NJ,1
Registered,"Yes, I will vote",Donald Trump,28,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MO,1
Registered,"Yes, I will vote",Joe Biden,39,Male,White,"$100,000 to $124,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,52,Male,White,"$15,000 to $19,999","Completed some college, but no degree",CO,0
Registered,"Yes, I will vote",Joe Biden,62,Female,"Black, or African American","$35,000 to $39,999","Completed some college, but no degree",AR,0
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$40,000 to $44,999",High school graduate,KS,1
Registered,"Yes, I will vote",Joe Biden,35,Male,White,"$95,000 to $99,999","Completed some graduate, but no degree",CT,0
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$100,000 to $124,999",Other post high school vocational training,WV,0
Registered,"Yes, I will vote",Joe Biden,69,Male,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IN,0
Registered,"Yes, I will vote",Joe Biden,80,Male,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",MA,0
Registered,"Yes, I will vote",Donald Trump,70,Male,White,"$15,000 to $19,999","Completed some college, but no degree",MO,1
Registered,"Yes, I will vote",Donald Trump,31,Male,White,"$85,000 to $89,999","Completed some college, but no degree",NJ,1
Registered,"Yes, I will vote",Donald Trump,80,Male,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,1
Registered,"Yes, I will vote",Donald Trump,53,Female,White,"Less than $14,999","College Degree (such as B.A., B.S.)",NV,1
Registered,"Yes, I will vote",Joe Biden,54,Male,Some other race,"$50,000 to $54,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Joe Biden,30,Male,White,"$90,000 to $94,999","Completed some graduate, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,33,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$20,000 to $24,999",High school graduate,WA,1
Registered,"Yes, I will vote",Joe Biden,58,Male,White,"$15,000 to $19,999",Other post high school vocational training,IL,0
Registered,"Yes, I will vote",Joe Biden,63,Male,White,"$70,000 to $74,999",Associate Degree,NJ,0
Registered,Not sure,Joe Biden,61,Female,White,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",NJ,0
Registered,"Yes, I will vote",Donald Trump,36,Female,"Black, or African American","$20,000 to $24,999","College Degree (such as B.A., B.S.)",OK,1
Registered,"Yes, I will vote",Donald Trump,59,Male,White,"$60,000 to $64,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Joe Biden,20,Male,Some other race,"$40,000 to $44,999",Associate Degree,VA,0
Registered,"Yes, I will vote",Joe Biden,70,Female,White,"$175,000 to $199,999",Masters degree,NY,0
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$60,000 to $64,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Donald Trump,70,Female,White,"$20,000 to $24,999",High school graduate,TN,1
Registered,"Yes, I will vote",Joe Biden,19,Female,"Black, or African American","Less than $14,999",High school graduate,TX,0
Registered,"Yes, I will vote",Joe Biden,33,Female,White,"$65,000 to $69,999",Masters degree,MD,0
Registered,"Yes, I will vote",Joe Biden,61,Female,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,72,Female,White,"$35,000 to $39,999",High school graduate,WV,1
Registered,"Yes, I will vote",Donald Trump,38,Female,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MS,1
Registered,"Yes, I will vote",Donald Trump,63,Female,White,"$45,000 to $49,999","Completed some college, but no degree",NY,1
Registered,"Yes, I will vote",Joe Biden,40,Female,White,"$45,000 to $49,999",Masters degree,MI,0
Registered,"Yes, I will vote",Joe Biden,27,Female,White,"$35,000 to $39,999","Completed some college, but no degree",MD,0
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Donald Trump,27,Female,"Black, or African American","$55,000 to $59,999","College Degree (such as B.A., B.S.)",GA,1
Registered,"Yes, I will vote",Donald Trump,67,Female,White,"$45,000 to $49,999",High school graduate,FL,1
Registered,"Yes, I will vote",Donald Trump,18,Female,White,"$20,000 to $24,999",High school graduate,OK,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$70,000 to $74,999",Associate Degree,OH,1
Registered,"Yes, I will vote",Joe Biden,42,Female,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IN,0
Registered,"Yes, I will vote",Joe Biden,22,Female,"Black, or African American","$60,000 to $64,999","College Degree (such as B.A., B.S.)",MI,0
Registered,"Yes, I will vote",Donald Trump,61,Female,White,"$15,000 to $19,999",High school graduate,TN,1
Registered,"Yes, I will vote",Joe Biden,41,Male,White,"$95,000 to $99,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,58,Female,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",MA,0
Registered,"Yes, I will vote",Joe Biden,73,Male,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,50,Male,White,"$250,000 and above",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AZ,1
Registered,"Yes, I will vote",Donald Trump,81,Female,White,"$30,000 to $34,999",Other post high school vocational training,MO,1
Registered,"Yes, I will vote",Joe Biden,18,Female,"Black, or African American","$70,000 to $74,999",High school graduate,VA,0
Registered,"Yes, I will vote",Donald Trump,34,Male,White,"$125,000 to $149,999",Doctorate degree,CO,1
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$15,000 to $19,999",Doctorate degree,CA,1
Registered,"Yes, I will vote",Donald Trump,18,Male,White,"$175,000 to $199,999",High school graduate,LA,1
Registered,"Yes, I will vote",Joe Biden,42,Male,White,"$200,000 to $249,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,63,Female,White,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Donald Trump,74,Male,White,"$25,000 to $29,999","Completed some college, but no degree",NV,1
Registered,"Yes, I will vote",Joe Biden,19,Female,White,"$25,000 to $29,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,26,Female,"Black, or African American","Less than $14,999",Doctorate degree,TX,0
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$40,000 to $44,999",Masters degree,WV,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$150,000 to $174,999",Masters degree,DC,1
Registered,Not sure,Joe Biden,19,Female,"Black, or African American","$150,000 to $174,999",High school graduate,GA,0
Registered,"Yes, I will vote",Joe Biden,28,Female,White,"$55,000 to $59,999","Completed some college, but no degree",OH,0
Registered,"Yes, I will vote",Joe Biden,21,Female,"Black, or African American","Less than $14,999",Completed some high school,DC,0
Registered,"Yes, I will vote",Joe Biden,19,Female,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",SC,0
Registered,"Yes, I will vote",Joe Biden,72,Male,White,"$60,000 to $64,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,73,Male,White,"$95,000 to $99,999",Masters degree,MA,0
Registered,"Yes, I will vote",Joe Biden,66,Male,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",MD,0
Registered,"Yes, I will vote",Donald Trump,19,Male,White,"$100,000 to $124,999","Completed some college, but no degree",NC,1
Registered,"Yes, I will vote",Donald Trump,45,Male,White,"$125,000 to $149,999",Masters degree,WA,1
Registered,"Yes, I will vote",Donald Trump,53,Male,White,"$150,000 to $174,999","Completed some college, but no degree",MA,1
Registered,"Yes, I will vote",Joe Biden,33,Male,White,"$50,000 to $54,999","Completed some college, but no degree",DC,0
Registered,"Yes, I will vote",Joe Biden,30,Female,"Black, or African American","$55,000 to $59,999",High school graduate,OH,0
Registered,"Yes, I will vote",Donald Trump,65,Male,White,"$95,000 to $99,999",Associate Degree,FL,1
Registered,"Yes, I will vote",Joe Biden,64,Female,"Black, or African American","$60,000 to $64,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,43,Female,White,"$20,000 to $24,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Donald Trump,42,Male,White,"$100,000 to $124,999",Masters degree,NY,1
Registered,"Yes, I will vote",Joe Biden,50,Female,"Black, or African American","$15,000 to $19,999",High school graduate,CA,0
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$100,000 to $124,999",Masters degree,CA,1
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,0
Registered,"Yes, I will vote",Joe Biden,32,Female,"Black, or African American","$25,000 to $29,999","College Degree (such as B.A., B.S.)",FL,0
Registered,"Yes, I will vote",Joe Biden,70,Male,White,"$70,000 to $74,999",Masters degree,MA,0
Registered,"Yes, I will vote",Donald Trump,53,Female,White,"$250,000 and above",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,22,Female,White,"$15,000 to $19,999","Completed some college, but no degree",NC,1
Registered,"Yes, I will vote",Joe Biden,35,Male,"Black, or African American","$80,000 to $84,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,69,Female,White,"$15,000 to $19,999",High school graduate,MA,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$50,000 to $54,999","Completed some graduate, but no degree",SC,1
Registered,"Yes, I will vote",Joe Biden,59,Female,"Black, or African American","$50,000 to $54,999",Associate Degree,CA,0
Registered,"Yes, I will vote",Joe Biden,66,Male,White,"$85,000 to $89,999",Doctorate degree,CA,0
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$60,000 to $64,999",High school graduate,NC,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"Less than $14,999",High school graduate,FL,1
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$150,000 to $174,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,40,Male,Some other race,"$95,000 to $99,999",High school graduate,CA,1
Registered,"Yes, I will vote",Joe Biden,44,Male,"Black, or African American","$75,000 to $79,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Joe Biden,26,Male,"Black, or African American","Less than $14,999",High school graduate,IL,0
Registered,"Yes, I will vote",Joe Biden,51,Female,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",IA,0
Registered,"Yes, I will vote",Joe Biden,27,Male,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",KY,0
Registered,"Yes, I will vote",Joe Biden,30,Female,"Black, or African American","$35,000 to $39,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,28,Female,"Black, or African American","$25,000 to $29,999","Completed some college, but no degree",AL,1
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Donald Trump,27,Female,"Black, or African American","$20,000 to $24,999",Associate Degree,CO,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999",Masters degree,TX,1
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$150,000 to $174,999","Completed some graduate, but no degree",OH,0
Registered,"Yes, I will vote",Joe Biden,27,Female,Asian (Other),"$30,000 to $34,999",High school graduate,KS,0
Registered,"Yes, I will vote",Joe Biden,63,Female,Some other race,"$25,000 to $29,999","Completed some college, but no degree",WA,0
